State_Indicators/state,State_Indicators/number_of_infants_and_toddlers,State_Indicators/number_of_preschool_age_children,State_Indicators/number_of_children_under_age_6,State_Indicators/number_of_children_under_age_6_who_are_in_poverty_opm,State_Indicators/percentage_of_children_under_age_6_who_are_in_poverty_opm,State_Indicators/percentage_of_children_under_age_6_who_are_in_poverty_spm,State_Indicators/num_infants_toddlers_homeless,State_Indicators/num_preschool_children_homeless,State_Indicators/pct_first_graders_homeless,State_Indicators/percentage_of_children_under_age_6_who_have_experienced_two_or_more_adverse_childhood_experiences,State_Indicators/number_of_children_under_age_6_with_all_available_parents_in_the_workforce,State_Indicators/percentage_of_children_under_age_6_with_all_available_parents_in_the_workforce,State_Indicators/number_of_parents_reporting_job_changes_due_to_problems_with_child_care,State_Indicators/average_annual_child_care_tuition_for_two_children_in_center_based_care_infant_and_4_year_old,State_Indicators/average_annual_child_care_tuition_for_an_infant_in_center_based_care,State_Indicators/average_annual_child_care_tuition_for_a_4_year_old_in_center_based_care,State_Indicators/average_annual_child_care_tuition_for_two_children_in_family_based_care_infant_and_4_year_old,State_Indicators/average_annual_child_care_tuition_for_an_infant_in_family_based_care,State_Indicators/average_annual_child_care_tuition_for_a_4_year_old_in_family_based_care,State_Indicators/percentage_of_qualifying_low_income_children_under_age_6_who_receive_child_care_subsidies,State_Indicators/median_hourly_wage_of_child_care_workers,State_Indicators/median_hourly_wage_of_preschool_teachers,State_Indicators/avg_hr_wage_HS_classroom_teacher,State_Indicators/avg_hr_wage_EHS_classroom_teacher,State_Indicators/avg_hr_wage_HS_assistant_teacher,State_Indicators/average_employment_number_in_child_care_services,State_Indicators/number_of_3_year_olds_enrolled_in_public_preschool,State_Indicators/percentage_of_3_year_olds_served_by_public_preschool,State_Indicators/number_of_4_year_olds_enrolled_in_public_preschool,State_Indicators/percentage_of_4_year_olds_served_by_public_preschool,State_Indicators/percentage_of_population_in_a_child_care_desert,State_Indicators/state_rank,State_Indicators/number_of_infants_and_toddlers_rank,State_Indicators/number_of_preschool_age_children_rank,State_Indicators/number_of_children_under_age_6_rank,State_Indicators/number_of_children_under_age_6_who_are_in_poverty_opm_rank,State_Indicators/percentage_of_children_under_age_6_who_are_in_poverty_opm_rank,State_Indicators/percentage_of_children_under_age_6_who_are_in_poverty_spm_rank,State_Indicators/num_infants_toddlers_homeless_rank,State_Indicators/num_preschool_children_homeless_rank,State_Indicators/pct_first_graders_homeless_rank,State_Indicators/percentage_of_children_under_age_6_who_have_experienced_two_or_more_adverse_childhood_experiences_rank,State_Indicators/number_of_children_under_age_6_with_all_available_parents_in_the_workforce_rank,State_Indicators/percentage_of_children_under_age_6_with_all_available_parents_in_the_workforce_rank,State_Indicators/number_of_parents_reporting_job_changes_due_to_problems_with_child_care_rank,State_Indicators/average_annual_child_care_tuition_for_two_children_in_center_based_care_infant_and_4_year_old_rank,State_Indicators/average_annual_child_care_tuition_for_an_infant_in_center_based_care_rank,State_Indicators/average_annual_child_care_tuition_for_a_4_year_old_in_center_based_care_rank,State_Indicators/average_annual_child_care_tuition_for_two_children_in_family_based_care_infant_and_4_year_old_rank,State_Indicators/average_annual_child_care_tuition_for_an_infant_in_family_based_care_rank,State_Indicators/average_annual_child_care_tuition_for_a_4_year_old_in_family_based_care_rank,State_Indicators/percentage_of_qualifying_low_income_children_under_age_6_who_receive_child_care_subsidies_rank,State_Indicators/median_hourly_wage_of_child_care_workers_rank,State_Indicators/median_hourly_wage_of_preschool_teachers_rank,State_Indicators/avg_hr_wage_HS_classroom_teacher_rank,State_Indicators/avg_hr_wage_EHS_classroom_teacher_rank,State_Indicators/avg_hr_wage_HS_assistant_teacher_rank,State_Indicators/average_employment_number_in_child_care_services_rank,State_Indicators/number_of_3_year_olds_enrolled_in_public_preschool_rank,State_Indicators/percentage_of_3_year_olds_served_by_public_preschool_rank,State_Indicators/number_of_4_year_olds_enrolled_in_public_preschool_rank,State_Indicators/percentage_of_4_year_olds_served_by_public_preschool_rank,State_Indicators/percentage_of_population_in_a_child_care_desert_rank,basic_statistics/SOTS category,basic_statistics/Indicator,basic_statistics/Statistic,basic_statistics/Description,basic_statistics/Notes,text_description/Web category,text_description/Indicator,text_description/Description,text_description/Notes,State_Summary/GEO.id,State_Summary/GEO.id2,State_Summary/State,State_Summary/Abbrv,State_Summary/Number of infants and toddlers,State_Summary/Number of preschool-age children,State_Summary/Number of children under age 6,State_Summary/Number of children under age 6 who are in poverty (OPM),State_Summary/Percentage of children under age 6 who are in poverty (OPM),State_Summary/Percentage of children under age 6 who are in poverty (SPM),State_Summary/Number of infants and toddlers estimated to be experiencing homelessness,State_Summary/Number of preschool-age children estimated to be experiencing homelessness,State_Summary/Percentage of first graders estimated to be experiencing homelessness,State_Summary/Percentage of children under age 6 who have experienced two or more ACEs,State_Summary/Number of children under age 6 with all available parents in the workforce,State_Summary/Percentage of children under age 6 with all available parents in the workforce,State_Summary/Number of parents reporting job changes due to problems with child care,State_Summary/Average annual child care tuition for two children in center-based care,State_Summary/Average annual child care tuition for an infant in center-based care,State_Summary/Average annual child care tuition for a 4-year-old in center-based care,State_Summary/Average annual child care tuition for two children in family-based care,State_Summary/Average annual child care tuition for an infant in family-based care,State_Summary/Average annual child care tuition for a 4-year-old in family-based care,State_Summary/Qualifying low-income children under age 6 who receive child care subsidies,State_Summary/Median hourly wage of child care teachers,State_Summary/Median hourly wage of preschool teachers,State_Summary/Average hourly wage of HS preschool classroom teacher,State_Summary/Average hourly wage of EHS classroom teacher,State_Summary/Average hourly wage of HS preschool assistant teacher,State_Summary/Average employment number in child care services,State_Summary/Number of 3-year-olds enrolled in public preschool,State_Summary/Percentage of 3-year-olds served by public preschool,State_Summary/Number of 4-year-olds enrolled in public preschool,State_Summary/Percentage of 4-year-olds served by public preschool,State_Summary/Percentage of population in a child care desert
Georgia,377084,274913,781159,168841,22,n/a,8879,6474,2.4,10.5,n/a,n/a,35712,16531,8901,7630,13619,7133,6486,16.9,9.53,14.35,n/a,n/a,n/a,24471,0,0,80328,59,44.1,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,Demographics and overview,Number of children under age 6 with all available parents in the workforce,n/a,Number of children under age 6 with all available parents in the workforce.,"U.S. Census Bureau, ""DP03: Selected Economic Characteristics, 1-year estimates,"" available at https://data.census.gov/table?q=DP03&g=010XX00US,$0400000&tid=ACSDP5Y2020.DP03&moe=false (last accessed October 2024).",Demographics and overview,Number of children under age 6 with all available parents in the workforce,Number of children under age 6 with all available parents in the workforce.,"U.S. Census Bureau, ""DP03: Selected Economic Characteristics, 1-year estimates,"" available at https://data.census.gov/table?q=DP03&g=010XX00US,$0400000&tid=ACSDP5Y2020.DP03&moe=false (last accessed October 2024).",400000,13,Georgia,GA,377084,274913,781159,168841,22,n/a,8879,6474,2.4,10.5,n/a,n/a,35712,16531,8901,7630,13619,7133,6486,16.9,9.53,14.35,n/a,n/a,n/a,24471,0,0,80328,59,44.1
Hawaii,52006,35703,104667,12848,12.6,n/a,1106,759,2.1,93,n/a,n/a,12606,28659,16619,12040,16897,8541,8356,7.6,12.06,18.83,n/a,n/a,n/a,3315,0,0,678,4,68.3,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,Demographics and overview,Percentage of children under age 6 with all available parents in the workforce,n/a,Percentage of children under age 6 with all available parents in the workforce.,"U.S. Census Bureau, ""DP03: Selected Economic Characteristics, 1-year estimates,"" available at https://data.census.gov/table?q=DP03&g=010XX00US,$0400000&tid=ACSDP5Y2020.DP03&moe=false (last accessed October 2024).",Demographics and overview,Percentage of children under age 6 with all available parents in the workforce,Percentage of children under age 6 with all available parents in the workforce.,"U.S. Census Bureau, ""DP03: Selected Economic Characteristics, 1-year estimates,"" available at https://data.census.gov/table?q=DP03&g=010XX00US,$0400000&tid=ACSDP5Y2020.DP03&moe=false (last accessed October 2024).",400000,15,Hawaii,HI,52006,35703,104667,12848,12.6,n/a,1106,759,2.1,93,n/a,n/a,12606,28659,16619,12040,16897,8541,8356,7.6,12.06,18.83,n/a,n/a,n/a,3315,0,0,678,4,68.3
Idaho,65557,48738,138751,23226,17,n/a,1973,1467,3,7,n/a,n/a,14530,16672,8355,8317,16868,8559,8309,14.6,11.51,11.77,n/a,n/a,n/a,3372,0,0,0,0,48.6,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,Demographics and overview,Number of parents reporting job changes due to problems with child care,2764977,"Number of parents reporting job changes due to problems with child care, based on the percentage of parents with children ages 0–5 who reported quitting a job, not taking a job, or greatly changing their job because of problems with child care for a child ages 0–5.","Center for American Progress analysis based on U.S. Department of Health and Human Services, ""National Survey of Children's Health (dataset),"" available at https://www.census.gov/programs-surveys/nsch/data/datasets.html (last accessed October 2024). The authors based analysis on indicator K6Q27, which measures the percentage of parents with children ages 0–5 in each state who had to quit a job, not take a job, or greatly change their job because of problems with child care for a child ages 0–5. Starting in 2022, the processes for imputation and weighting by race and ethnicity were revised and adjustments were made retroactively to the 2016–2021 National Survey of Children's Health data files. The estimates for 2016–2021 are based on rereleased data files.",Demographics and overview,Number of parents reporting job changes due to problems with child care,"Number of parents reporting job changes due to problems with child care, based on the percentage of parents with children ages 0–5 who reported quitting a job, not taking a job, or greatly changing their job because of problems with child care for a child ages 0–5.","Center for American Progress analysis based on U.S. Department of Health and Human Services, ""National Survey of Children's Health (dataset),"" available at https://www.census.gov/programs-surveys/nsch/data/datasets.html (last accessed October 2024). The authors based analysis on indicator K6Q27, which measures the percentage of parents with children ages 0–5 in each state who had to quit a job, not take a job, or greatly change their job because of problems with child care for a child ages 0–5. Starting in 2022, the processes for imputation and weighting by race and ethnicity were revised and adjustments were made retroactively to the 2016–2021 National Survey of Children's Health data files. The estimates for 2016–2021 are based on rereleased data files.",400000,16,Idaho,ID,65557,48738,138751,23226,17,n/a,1973,1467,3,7,n/a,n/a,14530,16672,8355,8317,16868,8559,8309,14.6,11.51,11.77,n/a,n/a,n/a,3372,0,0,0,0,48.6
Illinois,445340,309968,902337,155395,17.5,n/a,10956,7625,2.5,10,n/a,n/a,115006,26930,15325,11605,17654,9197,8457,11,11.97,14.88,n/a,n/a,n/a,25470,34312,22,50680,33,57.7,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,Cost of child care,Average annual child care tuition for an infant in center-based care,12377,"Average annual price of full-time, center-based child care for an infant, based on Child Care Aware's survey of child care resource and referral state networks.","Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://info.childcareaware.org/hubfs/Demanding%20Change%20Appendices.pdf?utm_campaign=Budget%20Reconciliation%20Fall%202021&utm_source=website&utm_content=22_demandingchange_append (last accessed September 2023). Average annual prices for full-time, center-based child care can be found in Appendix I. National average price reflects the ""Average of Program-Weighted Averages"": See Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://www.childcareaware.org/demanding-change-repairing-our-child-care-system/ (last accessed October 2024).",Cost of child care,Average annual child care tuition for an infant in center-based care,"Average annual price of full-time, center-based child care for an infant, based on Child Care Aware's survey of child care resource and referral state networks.","Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://info.childcareaware.org/hubfs/Demanding%20Change%20Appendices.pdf?utm_campaign=Budget%20Reconciliation%20Fall%202021&utm_source=website&utm_content=22_demandingchange_append (last accessed September 2023). Average annual prices for full-time, center-based child care can be found in Appendix I. National average price reflects the ""Average of Program-Weighted Averages"": See Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://www.childcareaware.org/demanding-change-repairing-our-child-care-system/ (last accessed October 2024).",400000,17,Illinois,IL,445340,309968,902337,155395,17.5,n/a,10956,7625,2.5,10,n/a,n/a,115006,26930,15325,11605,17654,9197,8457,11,11.97,14.88,n/a,n/a,n/a,25470,34312,22,50680,33,57.7
Indiana,244701,173102,501991,96806,19.8,n/a,5083,3596,2.1,13.6,n/a,n/a,36555,22830,13241,9589,14074,7472,6602,12.3,10.45,13.26,n/a,n/a,n/a,10677,0,0,0,0,55.5,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,Cost of child care,Average annual child care tuition for a 4-year-old in center-based care,9715,"Average annual price of full-time, center-based child care for a 4-year-old child, based on Child Care Aware's survey of child care resource and referral state networks.","Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://info.childcareaware.org/hubfs/Demanding%20Change%20Appendices.pdf?utm_campaign=Budget%20Reconciliation%20Fall%202021&utm_source=website&utm_content=22_demandingchange_append (last accessed September 2023). Average annual prices for full-time, center-based child care can be found in Appendix I. National average price reflects the ""Average of Program-Weighted Averages"": See Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://www.childcareaware.org/demanding-change-repairing-our-child-care-system/ (last accessed October 2024).",Cost of child care,Average annual child care tuition for a 4-year-old in center-based care,"Average annual price of full-time, center-based child care for a 4-year-old child, based on Child Care Aware's survey of child care resource and referral state networks.","Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://info.childcareaware.org/hubfs/Demanding%20Change%20Appendices.pdf?utm_campaign=Budget%20Reconciliation%20Fall%202021&utm_source=website&utm_content=22_demandingchange_append (last accessed September 2023). Average annual prices for full-time, center-based child care can be found in Appendix I. National average price reflects the ""Average of Program-Weighted Averages"": See Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://www.childcareaware.org/demanding-change-repairing-our-child-care-system/ (last accessed October 2024).",400000,18,Indiana,IN,244701,173102,501991,96806,19.8,n/a,5083,3596,2.1,13.6,n/a,n/a,36555,22830,13241,9589,14074,7472,6602,12.3,10.45,13.26,n/a,n/a,n/a,10677,0,0,0,0,55.5
Iowa,115953,79293,236046,35765,15.4,n/a,1470,1005,1.3,12.8,n/a,n/a,37473,20678,11356,9322,14543,7452,7091,13.3,9.79,13.81,n/a,n/a,n/a,9689,1439,4,26735,66,23,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,Cost of child care,Average annual child care tuition for two children in center-based care,22092,"Sum of the average annual price of full-time, center-based child care for one infant and one 4-year-old child, based on Child Care Aware's survey of child care resource and referral state networks.","Center for American Progress calculation based on Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://info.childcareaware.org/hubfs/Demanding%20Change%20Appendices.pdf?utm_campaign=Budget%20Reconciliation%20Fall%202021&utm_source=website&utm_content=22_demandingchange_append (last accessed September 2023). Average annual prices for full-time, center-based child care can be found in Appendix I. Average annual child care tuition for two children was calculated by taking the sum of average annual child care tuition for one infant and one 4-year-old. National average price reflects the ""Average of Program-Weighted Averages"": See Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://www.childcareaware.org/demanding-change-repairing-our-child-care-system/ (last accessed October 2024).",Cost of child care,Average annual child care tuition for two children in center-based care,"Sum of the average annual price of full-time, center-based child care for one infant and one 4-year-old child, based on Child Care Aware's survey of child care resource and referral state networks.","Center for American Progress calculation based on Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://info.childcareaware.org/hubfs/Demanding%20Change%20Appendices.pdf?utm_campaign=Budget%20Reconciliation%20Fall%202021&utm_source=website&utm_content=22_demandingchange_append (last accessed September 2023). Average annual prices for full-time, center-based child care can be found in Appendix I. Average annual child care tuition for two children was calculated by taking the sum of average annual child care tuition for one infant and one 4-year-old. National average price reflects the ""Average of Program-Weighted Averages"": See Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://www.childcareaware.org/demanding-change-repairing-our-child-care-system/ (last accessed October 2024).",400000,19,Iowa,IA,115953,79293,236046,35765,15.4,n/a,1470,1005,1.3,12.8,n/a,n/a,37473,20678,11356,9322,14543,7452,7091,13.3,9.79,13.81,n/a,n/a,n/a,9689,1439,4,26735,66,23
Kansas,108915,79888,228442,34646,15.4,n/a,1922,1410,1.8,10.6,n/a,n/a,22563,21211,12469,8742,13922,7387,6535,11.1,10.31,16.75,n/a,n/a,n/a,5519,1396,4,11373,30,43.9,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,Cost of child care,Average annual child care tuition for an infant in family-based care,9974,"Average annual price of full-time, family-based child care for an infant, based on Child Care Aware's survey of child care resource and referral state networks.","Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://info.childcareaware.org/hubfs/Demanding%20Change%20Appendices.pdf?utm_campaign=Budget%20Reconciliation%20Fall%202021&utm_source=website&utm_content=22_demandingchange_append (last accessed September 2023). Average annual prices for full-time, family child care can be found in Appendix II. National average price reflects the ""Average of Program-Weighted Averages"": See Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://www.childcareaware.org/demanding-change-repairing-our-child-care-system/ (last accessed October 2024).",Cost of child care,Average annual child care tuition for an infant in family-based care,"Average annual price of full-time, family-based child care for an infant, based on Child Care Aware's survey of child care resource and referral state networks.","Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://info.childcareaware.org/hubfs/Demanding%20Change%20Appendices.pdf?utm_campaign=Budget%20Reconciliation%20Fall%202021&utm_source=website&utm_content=22_demandingchange_append (last accessed September 2023). Average annual prices for full-time, family child care can be found in Appendix II. National average price reflects the ""Average of Program-Weighted Averages"": See Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://www.childcareaware.org/demanding-change-repairing-our-child-care-system/ (last accessed October 2024).",400000,20,Kansas,KS,108915,79888,228442,34646,15.4,n/a,1922,1410,1.8,10.6,n/a,n/a,22563,21211,12469,8742,13922,7387,6535,11.1,10.31,16.75,n/a,n/a,n/a,5519,1396,4,11373,30,43.9
Kentucky,158940,114493,326501,78071,24.5,n/a,5940,4279,3.7,9.4,n/a,n/a,35722,14415,7574,6841,12460,6352,6108,15.5,10.46,16.95,n/a,n/a,n/a,6100,6158,11,16729,30,50.4,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,Cost of child care,Average annual child care tuition for a 4-year-old in family-based care,9036,"Average annual price of full-time, family-based child care for a 4-year-old child, based on Child Care Aware's survey of child care resource and referral state networks.","Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://info.childcareaware.org/hubfs/Demanding%20Change%20Appendices.pdf?utm_campaign=Budget%20Reconciliation%20Fall%202021&utm_source=website&utm_content=22_demandingchange_append (last accessed September 2023). Average annual prices for full-time, family child care can be found in Appendix II. National average price reflects the ""Average of Program-Weighted Averages"": See Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://www.childcareaware.org/demanding-change-repairing-our-child-care-system/ (last accessed October 2024).",Cost of child care,Average annual child care tuition for a 4-year-old in family-based care,"Average annual price of full-time, family-based child care for a 4-year-old child, based on Child Care Aware's survey of child care resource and referral state networks.","Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://info.childcareaware.org/hubfs/Demanding%20Change%20Appendices.pdf?utm_campaign=Budget%20Reconciliation%20Fall%202021&utm_source=website&utm_content=22_demandingchange_append (last accessed September 2023). Average annual prices for full-time, family child care can be found in Appendix II. National average price reflects the ""Average of Program-Weighted Averages"": See Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://www.childcareaware.org/demanding-change-repairing-our-child-care-system/ (last accessed October 2024).",400000,21,Kentucky,KY,158940,114493,326501,78071,24.5,n/a,5940,4279,3.7,9.4,n/a,n/a,35722,14415,7574,6841,12460,6352,6108,15.5,10.46,16.95,n/a,n/a,n/a,6100,6158,11,16729,30,50.4
Louisiana,179721,125148,363043,101391,28.4,n/a,4504,3137,2.5,12.7,n/a,n/a,28998,16380,8580,7800,13325,6825,6500,13.7,9.35,14.06,n/a,n/a,n/a,9062,0,0,20455,33,42.4,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,Cost of child care,Average annual child care tuition for two children in family-based care,19010,"Sum of the average annual price of full-time, family-based child care for one infant and one 4-year-old child, based on Child Care Aware's survey of child care resource and referral state networks.","Center for American Progress calculation based on Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://info.childcareaware.org/hubfs/Demanding%20Change%20Appendices.pdf?utm_campaign=Budget%20Reconciliation%20Fall%202021&utm_source=website&utm_content=22_demandingchange_append (last accessed September 2023). Average annual prices for full-time, family child care can be found in Appendix II. Average annual child care tuition for two children was calculated by taking the sum of average annual child care tuition for one infant and one 4-year-old. National average price reflects the ""Average of Program-Weighted Averages"": See Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://www.childcareaware.org/demanding-change-repairing-our-child-care-system/ (last accessed October 2024).",Cost of child care,Average annual child care tuition for two children in family-based care,"Sum of the average annual price of full-time, family-based child care for one infant and one 4-year-old child, based on Child Care Aware's survey of child care resource and referral state networks.","Center for American Progress calculation based on Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://info.childcareaware.org/hubfs/Demanding%20Change%20Appendices.pdf?utm_campaign=Budget%20Reconciliation%20Fall%202021&utm_source=website&utm_content=22_demandingchange_append (last accessed September 2023). Average annual prices for full-time, family child care can be found in Appendix II. Average annual child care tuition for two children was calculated by taking the sum of average annual child care tuition for one infant and one 4-year-old. National average price reflects the ""Average of Program-Weighted Averages"": See Child Care Aware of America, ""Demanding Change: Repairing our Child Care System,"" available at https://www.childcareaware.org/demanding-change-repairing-our-child-care-system/ (last accessed October 2024).",400000,22,Louisiana,LA,179721,125148,363043,101391,28.4,n/a,4504,3137,2.5,12.7,n/a,n/a,28998,16380,8580,7800,13325,6825,6500,13.7,9.35,14.06,n/a,n/a,n/a,9062,0,0,20455,33,42.4
Maine,37410,26542,77391,11682,15.5,n/a,425,302,1.1,8.5,n/a,n/a,7363,20757,10866,9891,16664,8686,7978,14.6,13.84,17.34,n/a,n/a,n/a,3513,0,0,5886,44,22.3,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,Child care access,Number of 3-year-olds enrolled in state-funded preschool,251843,Number of 3-year-old children enrolled in state-funded public preschool.,"National Institute for Early Education Research, ""Data Explorer, NIEER Data Sets: Preschool Enrollment,"" available at https://nieer.org/data-explorer (last accessed October 2024).",Child care access,Number of 3-year-olds enrolled in state-funded preschool,Number of 3-year-old children enrolled in state-funded public preschool.,"National Institute for Early Education Research, ""Data Explorer, NIEER Data Sets: Preschool Enrollment,"" available at https://nieer.org/data-explorer (last accessed October 2024).",400000,23,Maine,ME,37410,26542,77391,11682,15.5,n/a,425,302,1.1,8.5,n/a,n/a,7363,20757,10866,9891,16664,8686,7978,14.6,13.84,17.34,n/a,n/a,n/a,3513,0,0,5886,44,22.3
Maryland,212388,151188,434150,53467,12.6,n/a,4079,2903,1.9,6,n/a,n/a,38373,27327,16221,11106,19286,10610,8676,9.1,12.05,16.53,n/a,n/a,n/a,11956,2440,3,30669,41,50.7,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,Child care access,Number of 4-year-olds enrolled in state-funded preschool,1368186,Number of 4-year-old children enrolled in state-funded public preschool.,"National Institute for Early Education Research, ""Data Explorer, NIEER Data Sets: Preschool Enrollment,"" available at https://nieer.org/data-explorer (last accessed October 2024).",Child care access,Number of 4-year-olds enrolled in state-funded preschool,Number of 4-year-old children enrolled in state-funded public preschool.,"National Institute for Early Education Research, ""Data Explorer, NIEER Data Sets: Preschool Enrollment,"" available at https://nieer.org/data-explorer (last accessed October 2024).",400000,24,Maryland,MD,212388,151188,434150,53467,12.6,n/a,4079,2903,1.9,6,n/a,n/a,38373,27327,16221,11106,19286,10610,8676,9.1,12.05,16.53,n/a,n/a,n/a,11956,2440,3,30669,41,50.7
Massachusetts,210518,147162,427507,55578,13.2,n/a,5370,3754,2.6,4.9,n/a,n/a,47889,39358,22577,16781,27001,14074,12927,14.6,14.98,18.54,n/a,n/a,n/a,14113,12022,17,21614,30,53.2,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,Child care access,Percentage of 3-year-olds served by state-funded preschool,6,Percentage of 3-year-old children enrolled in state-funded public preschool.,"National Institute for Early Education Research, ""Data Explorer, NIEER Data Sets: Preschool Enrollment,"" available at https://nieer.org/data-explorer (last accessed October 2024).",Child care access,Percentage of 3-year-olds served by state-funded preschool,Percentage of 3-year-old children enrolled in state-funded public preschool.,"National Institute for Early Education Research, ""Data Explorer, NIEER Data Sets: Preschool Enrollment,"" available at https://nieer.org/data-explorer (last accessed October 2024).",400000,25,Massachusetts,MA,210518,147162,427507,55578,13.2,n/a,5370,3754,2.6,4.9,n/a,n/a,47889,39358,22577,16781,27001,14074,12927,14.6,14.98,18.54,n/a,n/a,n/a,14113,12022,17,21614,30,53.2
Michigan,333115,234930,682854,144060,21.5,n/a,8239,5810,2.5,10.9,n/a,n/a,118840,24065,12979,11086,17097,8777,8320,10,11.61,14.63,n/a,n/a,n/a,10910,0,0,37368,32,44.4,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,Child care access,Percentage of 4-year-olds served by state-funded preschool,34,Percentage of 4-year-old children enrolled in state-funded public preschool.,"National Institute for Early Education Research, ""Data Explorer, NIEER Data Sets: Preschool Enrollment,"" available at https://nieer.org/data-explorer (last accessed October 2024).",Child care access,Percentage of 4-year-olds served by state-funded preschool,Percentage of 4-year-old children enrolled in state-funded public preschool.,"National Institute for Early Education Research, ""Data Explorer, NIEER Data Sets: Preschool Enrollment,"" available at https://nieer.org/data-explorer (last accessed October 2024).",400000,26,Michigan,MI,333115,234930,682854,144060,21.5,n/a,8239,5810,2.5,10.9,n/a,n/a,118840,24065,12979,11086,17097,8777,8320,10,11.61,14.63,n/a,n/a,n/a,10910,0,0,37368,32,44.4
Minnesota,207338,143120,420459,49494,12,n/a,3293,2273,1.6,4.5,n/a,n/a,32478,29927,16973,12954,17001,8898,8103,9.6,13.1,18.22,n/a,n/a,n/a,12690,536,1,7586,10,26.3,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,Child care access,Percentage of population in a child care desert,51,Percentage of children under age 5 living in a child care desert. This value is representative of the 2018 landscape of child care supply.,"Rasheed Malik and others, “America’s Child Care Deserts in 2018” (Washington: Center for American Progress, 2018), available at https://www.americanprogress.org/article/americas-child-care-deserts-2018/. This value is representative of the 2018 landscape of child care supply and is currently the most recently available estimate.",Child care access,Percentage of population in a child care desert,Percentage of children under age 5 living in a child care desert. This value is representative of the 2018 landscape of child care supply.,"Rasheed Malik and others, “America’s Child Care Deserts in 2018” (Washington: Center for American Progress, 2018), available at https://www.americanprogress.org/article/americas-child-care-deserts-2018/. This value is representative of the 2018 landscape of child care supply and is currently the most recently available estimate.",400000,27,Minnesota,MN,207338,143120,420459,49494,12,n/a,3293,2273,1.6,4.5,n/a,n/a,32478,29927,16973,12954,17001,8898,8103,9.6,13.1,18.22,n/a,n/a,n/a,12690,536,1,7586,10,26.3
